pclass_preprocess__Pclass,sex_preprocess__Sex_male,age_preprocess__Age,sibsp_parch_preprocess__FamilySize,embarked_preprocess__Embarked_Q,embarked_preprocess__Embarked_S,fare_preprocess__Fare,Survived
0.0,0.0,0.1515618974161203,6.0,0.0,1.0,4.646584456974599,1
1.0,1.0,0.17727214294896515,1.0,0.0,1.0,-0.38567609849335904,0
1.0,1.0,0.15798945879933152,1.0,0.0,1.0,-0.38567609849335904,0
1.0,1.0,0.22869263401465484,1.0,0.0,1.0,-0.38567609849335904,0
1.0,0.0,0.1515618974161203,1.0,0.0,1.0,-0.38567609849335904,1
1.0,0.0,0.2544028795474997,1.0,0.0,1.0,-0.38567609849335904,1
2.0,0.0,0.18896588740823594,2.0,0.0,1.0,-0.3232760676055563,1
2.0,1.0,0.01658310836868492,3.0,0.0,1.0,-0.3273018760499308,1
2.0,1.0,0.2672580023139221,1.0,0.0,1.0,-0.47298581913072807,0
2.0,1.0,0.14513433603290912,1.0,0.0,1.0,-0.46166323288092515,0
0.0,1.0,0.18896588740823594,1.0,0.0,1.0,0.05716283038782127,0
2.0,1.0,0.09371384496721943,3.0,0.0,0.0,-0.5018367753473371,0
2.0,1.0,0.15798945879933152,2.0,0.0,1.0,-0.28905669582837423,0
2.0,1.0,0.18896588740823594,1.0,0.0,0.0,-0.5019213173246688,0
2.0,1.0,0.17727214294896515,1.0,0.0,1.0,-0.45612774626991043,0
0.0,0.0,0.1387067746496979,2.0,0.0,1.0,0.4597436748252579,1
1.0,0.0,0.24154775678107726,1.0,0.0,1.0,-0.38567609849335904,0
2.0,0.0,0.18896588740823594,1.0,1.0,0.0,-0.4887528979031203,1
2.0,0.0,0.18896588740823594,1.0,1.0,0.0,-0.4887528979031203,1
2.0,1.0,0.2544028795474997,6.0,0.0,1.0,-0.08575336938746876,0
1.0,1.0,0.18369970433217636,2.0,0.0,0.0,-0.08936049375362816,0
2.0,0.0,0.28654068646355574,2.0,0.0,0.0,-0.35640444529431303,0
2.0,1.0,0.22226507263144363,1.0,0.0,1.0,-0.5054438997134965,0
2.0,1.0,0.18896588740823594,2.0,1.0,0.0,-0.33535349293867944,0
2.0,1.0,0.19012726571538757,1.0,0.0,1.0,-0.5014180912691221,0
0.0,0.0,0.38295410721172385,2.0,0.0,0.0,0.8673567798181625,1
2.0,0.0,0.18896588740823594,1.0,0.0,0.0,-0.5018367753473371,1
2.0,0.0,0.18896588740823594,1.0,1.0,0.0,-0.49135357015818615,1
0.0,0.0,0.1515618974161203,1.0,0.0,0.0,0.7475889785980251,1
0.0,1.0,0.15798945879933152,2.0,0.0,0.0,0.46863467277465864,1
2.0,1.0,0.11299652911685307,2.0,0.0,1.0,-0.5165994149128578,0
2.0,1.0,0.11942409050006428,1.0,0.0,1.0,-0.48531485749162456,0
0.0,1.0,0.1387067746496979,1.0,0.0,0.0,2.082814775014116,0
2.0,0.0,0.01658310836868492,5.0,0.0,1.0,-0.223134082551744,0
0.0,0.0,0.18896588740823594,2.0,0.0,0.0,1.0066658552272931,1
2.0,0.0,0.1387067746496979,1.0,0.0,1.0,-0.5014180912691221,1
0.0,1.0,0.17084458156575394,3.0,0.0,0.0,3.6099387825481997,0
2.0,1.0,0.1258516518832755,1.0,0.0,0.0,-0.5665858654624322,0
2.0,1.0,0.11942409050006428,1.0,0.0,1.0,-0.4908503441026394,0
0.0,0.0,0.2672580023139221,1.0,0.0,0.0,3.932506684153696,1
2.0,0.0,0.0037279856022625017,3.0,0.0,0.0,-0.330488303433653,1
2.0,1.0,0.20298238848181,1.0,0.0,1.0,-0.48783098776935857,0
0.0,0.0,0.22226507263144363,2.0,0.0,1.0,0.39935654815964244,1
2.0,1.0,0.18896588740823594,1.0,0.0,1.0,-0.4884187558022372,0
1.0,1.0,0.11299652911685307,1.0,0.0,1.0,0.8321309559298868,0
2.0,1.0,0.0037279856022625017,8.0,0.0,1.0,0.29669843282809605,0
1.0,0.0,0.22869263401465484,1.0,0.0,1.0,-0.38567609849335904,1
2.0,1.0,0.18896588740823594,1.0,1.0,0.0,-0.4917722542364011,0
1.0,0.0,0.10656896773364186,1.0,0.0,0.0,-0.4058051407152309,1
0.0,1.0,0.22869263401465484,4.0,0.0,1.0,1.768131419246927,1
2.0,1.0,0.1322792132664867,1.0,0.0,1.0,-0.49043166002442445,1
2.0,1.0,0.17727214294896515,3.0,0.0,1.0,-0.48783098776935857,0
0.0,0.0,0.14513433603290912,2.0,0.0,0.0,1.6327636103048393,1
2.0,0.0,0.1515618974161203,3.0,0.0,1.0,-0.31119864227243327,1
2.0,1.0,0.1387067746496979,1.0,0.0,1.0,-0.49043166002442445,0
2.0,0.0,0.19655482709859878,1.0,0.0,1.0,-0.48925612395866713,0
1.0,1.0,0.29296824784676695,1.0,0.0,1.0,-0.12399854960902522,0
1.0,1.0,0.14513433603290912,1.0,0.0,1.0,-0.4359987040480386,0
1.0,0.0,0.17727214294896515,1.0,0.0,1.0,-0.3927212632710142,1
2.0,1.0,0.24797531816428847,1.0,0.0,1.0,-0.48783098776935857,1
2.0,1.0,0.16441702018254273,1.0,0.0,1.0,-0.48531485749162456,0
2.0,0.0,0.1322792132664867,2.0,0.0,1.0,-0.44958580754780214,0
2.0,1.0,0.17727214294896515,2.0,0.0,1.0,-0.3283083281610243,0
2.0,0.0,0.1258516518832755,1.0,0.0,1.0,-0.47298581913072807,0
1.0,1.0,0.21583751124823242,2.0,0.0,1.0,-0.22464376071838438,0
2.0,1.0,0.32510605476282295,1.0,0.0,1.0,-0.49135357015818615,0
1.0,1.0,0.01658310836868492,3.0,0.0,1.0,-0.269934105717596,1
2.0,1.0,0.1322792132664867,1.0,0.0,1.0,-0.4908503441026394,0
2.0,0.0,0.18896588740823594,5.0,0.0,1.0,-0.13473336782594947,0
2.0,1.0,0.18896588740823594,1.0,0.0,1.0,-0.4884187558022372,0
2.0,1.0,0.18896588740823594,1.0,1.0,0.0,-0.5093026371074293,0
0.0,0.0,0.2094099498650212,2.0,1.0,0.0,1.164260152590772,1
1.0,1.0,0.18896588740823594,1.0,0.0,1.0,-0.6473536473776929,0
2.0,1.0,0.2801131250803445,1.0,0.0,1.0,-0.48783098776935857,1
2.0,0.0,0.18896588740823594,1.0,0.0,1.0,-0.48531485749162456,0
1.0,0.0,0.21583751124823242,3.0,0.0,1.0,0.0068402248331416934,1
1.0,0.0,0.11299652911685307,3.0,0.0,1.0,-0.38567609849335904,1
1.0,1.0,0.19012726571538757,1.0,0.0,1.0,-0.38567609849335904,0
2.0,0.0,0.06157603805116339,3.0,0.0,1.0,-0.16123727771948815,0
2.0,1.0,0.18896588740823594,1.0,0.0,0.0,-0.4884187558022372,0
2.0,1.0,0.1322792132664867,1.0,1.0,0.0,-0.4916897251632914,0
2.0,1.0,0.18369970433217636,1.0,0.0,1.0,-0.4888374398804522,0
2.0,0.0,0.17727214294896515,3.0,0.0,1.0,-0.3574954393827385,0
2.0,1.0,0.11299652911685307,3.0,0.0,1.0,-0.24049538146810848,0
2.0,1.0,0.18896588740823594,1.0,0.0,1.0,-0.5014180912691221,0
1.0,0.0,0.17727214294896515,2.0,0.0,1.0,-0.12399854960902522,1
1.0,0.0,0.11942409050006428,1.0,0.0,1.0,-0.12399854960902522,1
2.0,1.0,0.18896588740823594,1.0,1.0,0.0,-0.49135357015818615,0
2.0,1.0,0.20298238848181,1.0,0.0,1.0,-0.48531485749162456,1
0.0,1.0,0.17727214294896515,1.0,0.0,1.0,-0.11292757638699569,1
2.0,0.0,0.18896588740823594,2.0,0.0,1.0,-0.3232760676055563,1
1.0,0.0,0.2672580023139221,2.0,0.0,1.0,-0.12399854960902522,1
2.0,1.0,0.10656896773364186,1.0,0.0,1.0,-0.5039342215468561,0
0.0,1.0,0.31867849337961174,2.0,0.0,1.0,0.47785981282494255,0
0.0,0.0,0.08728628358400822,4.0,0.0,1.0,1.768131419246927,1
2.0,0.0,0.1322792132664867,5.0,0.0,1.0,0.04458217899915138,0
1.0,0.0,0.1515618974161203,6.0,0.0,1.0,-0.269934105717596,1
0.0,1.0,0.4086643527445687,6.0,0.0,1.0,4.646584456974599,0
1.0,1.0,0.19655482709859878,1.0,0.0,1.0,-0.4359987040480386,0
1.0,0.0,0.28654068646355574,3.0,0.0,1.0,-0.11896628905355726,1
2.0,1.0,0.1258516518832755,1.0,0.0,1.0,-0.45612774626991043,0
2.0,1.0,0.15798945879933152,2.0,0.0,1.0,-0.4908503441026394,0
1.0,0.0,0.17727214294896515,1.0,0.0,1.0,-0.38567609849335904,1
2.0,1.0,0.18896588740823594,1.0,0.0,1.0,-0.4840567923527576,1
0.0,1.0,0.02301066975189613,3.0,0.0,1.0,1.0003755295329582,1
1.0,0.0,0.08085872220079701,2.0,0.0,1.0,-0.25483732405119214,1
0.0,1.0,0.21583751124823242,1.0,0.0,1.0,-0.11292757638699569,1
2.0,0.0,0.02943823113510734,4.0,0.0,0.0,-0.2597025135562186,1
0.0,1.0,0.33153361614603416,1.0,0.0,1.0,-0.03341785961060197,1
1.0,1.0,0.22869263401465484,4.0,0.0,1.0,-0.08877272572074951,0
2.0,1.0,0.18896588740823594,2.0,0.0,1.0,-0.24544310004624456,0
0.0,1.0,0.19012726571538757,1.0,0.0,0.0,-0.08877272572074951,0
0.0,1.0,0.3122509319964005,2.0,0.0,0.0,1.1462285565684194,1
2.0,1.0,0.18896588740823594,1.0,0.0,1.0,-0.48531485749162456,0
2.0,1.0,0.18369970433217636,1.0,0.0,0.0,-0.4884187558022372,1
0.0,1.0,0.4150919141277799,1.0,0.0,1.0,-0.11292757638699569,0
0.0,0.0,0.18896588740823594,2.0,0.0,1.0,0.396588804854135,1
1.0,0.0,0.31867849337961174,1.0,0.0,1.0,-0.4359987040480386,1
2.0,1.0,0.18896588740823594,1.0,1.0,0.0,-0.49135357015818615,0
0.0,1.0,0.3058233706131893,1.0,0.0,1.0,-0.11292757638699569,1
2.0,1.0,0.21583751124823242,1.0,0.0,1.0,-0.48531485749162456,0
0.0,1.0,0.29939580922997816,1.0,0.0,1.0,0.12761447816437269,0
1.0,1.0,0.3058233706131893,1.0,0.0,1.0,-0.38567609849335904,0
2.0,1.0,0.18896588740823594,1.0,0.0,1.0,-0.48531485749162456,0
2.0,1.0,0.24154775678107726,1.0,0.0,1.0,-0.5054438997134965,0
1.0,1.0,0.18896588740823594,1.0,0.0,1.0,-0.6473536473776929,0
0.0,1.0,0.357243861678879,1.0,0.0,1.0,-0.11292757638699569,0
2.0,1.0,0.18896588740823594,1.0,1.0,0.0,-0.4918567962137329,0
2.0,0.0,0.002121095256459699,4.0,0.0,0.0,-0.2597025135562186,1
2.0,1.0,0.18896588740823594,1.0,0.0,1.0,-0.5014180912691221,0
2.0,1.0,0.24154775678107726,1.0,0.0,1.0,-0.47298581913072807,0
1.0,0.0,0.2094099498650212,4.0,0.0,1.0,-0.08877272572074951,1
1.0,0.0,0.14513433603290912,1.0,0.0,0.0,-0.36973993576630315,1
2.0,0.0,0.1387067746496979,1.0,0.0,1.0,-0.4493341945200287,0
0.0,1.0,0.18896588740823594,1.0,0.0,1.0,0.39935654815964244,0
1.0,1.0,0.21583751124823242,2.0,0.0,1.0,-0.22464376071838438,0
2.0,1.0,0.18369970433217636,2.0,0.0,1.0,-0.5055284416908283,0
2.0,1.0,0.1387067746496979,1.0,0.0,1.0,-0.49596714663543917,0
2.0,0.0,0.010155546985473711,2.0,0.0,1.0,-0.4000180410764427,1
2.0,1.0,0.05514847666795218,8.0,0.0,1.0,0.29669843282809605,0
1.0,1.0,0.18896588740823594,1.0,0.0,1.0,-0.6473536473776929,0
2.0,1.0,0.31867849337961174,1.0,0.0,1.0,-0.48531485749162456,0
2.0,0.0,0.4022367913613575,1.0,0.0,1.0,-0.45436645507549667,1
0.0,1.0,0.15798945879933152,2.0,0.0,0.0,1.1859834149566162,1
2.0,0.0,0.18896588740823594,5.0,0.0,1.0,-0.13473336782594947,0
0.0,0.0,0.22226507263144363,2.0,0.0,1.0,1.164260152590772,1
0.0,1.0,0.3700989844453014,1.0,0.0,0.0,-0.04952109338809945,0
2.0,1.0,0.19012726571538757,1.0,0.0,1.0,-0.48531485749162456,0
2.0,1.0,0.05514847666795218,3.0,0.0,1.0,-0.3273018760499308,1
2.0,1.0,0.18896588740823594,2.0,0.0,1.0,-0.24544310004624456,0
2.0,1.0,0.1322792132664867,1.0,0.0,1.0,-0.5014180912691221,0
0.0,1.0,0.3508163002956678,1.0,0.0,1.0,-0.03341785961060197,0
0.0,1.0,0.45365728242704717,1.0,0.0,0.0,0.34911848458229466,0
2.0,1.0,0.1322792132664867,1.0,0.0,1.0,-0.48531485749162456,0
2.0,1.0,0.18896588740823594,1.0,0.0,0.0,-0.3563219162212033,0
0.0,0.0,0.3443887389124566,2.0,0.0,0.0,0.9280800614888832,1
2.0,1.0,0.18896588740823594,1.0,0.0,1.0,-0.34340510982742817,0
0.0,0.0,0.15798945879933152,4.0,0.0,1.0,2.403202701346984,0
2.0,1.0,0.1515618974161203,1.0,0.0,1.0,-0.49043166002442445,0
2.0,1.0,0.10656896773364186,1.0,0.0,1.0,-0.47298581913072807,0
2.0,0.0,0.1322792132664867,1.0,1.0,0.0,-0.49135357015818615,0
2.0,0.0,0.18896588740823594,1.0,1.0,0.0,-0.4937851584585883,0
2.0,0.0,0.23512019539786605,1.0,0.0,1.0,-0.45436645507549667,0
0.0,0.0,0.10014140635043065,1.0,0.0,1.0,1.0938085048142205,1
0.0,1.0,0.11299652911685307,2.0,0.0,0.0,1.54469905058415,0
1.0,0.0,0.2094099498650212,3.0,0.0,1.0,-0.12399854960902522,1
0.0,1.0,0.18896588740823594,1.0,0.0,1.0,-0.11292757638699569,1
2.0,1.0,0.17727214294896515,1.0,0.0,1.0,-0.19394697133002986,0
2.0,1.0,0.16441702018254273,1.0,0.0,1.0,0.48985269618073385,1
2.0,1.0,0.18369970433217636,1.0,1.0,0.0,-0.49135357015818615,1
2.0,1.0,0.18896588740823594,1.0,0.0,1.0,-0.48531485749162456,0
0.0,1.0,0.22869263401465484,1.0,0.0,1.0,-0.11821144997023704,1
0.0,0.0,0.3443887389124566,2.0,0.0,0.0,0.5483114606014939,1
2.0,1.0,0.1515618974161203,1.0,0.0,1.0,-0.496470372690986,0
0.0,1.0,0.29939580922997816,1.0,0.0,1.0,0.037452472244164405,0
1.0,0.0,0.21583751124823242,1.0,0.0,1.0,-0.4359987040480386,1
2.0,1.0,0.18896588740823594,1.0,1.0,0.0,-0.16123727771948815,0
1.0,0.0,0.22869263401465484,2.0,0.0,1.0,-0.12399854960902522,1
2.0,1.0,0.20298238848181,1.0,0.0,1.0,-0.4884187558022372,0
0.0,0.0,0.19012726571538757,1.0,0.0,1.0,1.2347118003673234,1
2.0,1.0,0.1387067746496979,1.0,0.0,1.0,-0.4884187558022372,0
2.0,1.0,0.18896588740823594,1.0,0.0,0.0,-0.5019213173246688,0
0.0,0.0,0.2801131250803445,2.0,0.0,0.0,0.5197121174126584,1
2.0,1.0,0.18896588740823594,1.0,0.0,0.0,-0.5018367753473371,0
2.0,1.0,0.2576166602391053,1.0,1.0,0.0,-0.49135357015818615,0
1.0,0.0,0.31867849337961174,1.0,0.0,1.0,-0.4359987040480386,1
0.0,1.0,0.18896588740823594,1.0,0.0,1.0,3.816849233355265,0
2.0,1.0,0.24797531816428847,1.0,0.0,1.0,-0.48783098776935857,0
1.0,1.0,0.14513433603290912,4.0,0.0,1.0,-0.4158696618261668,0
1.0,0.0,0.010155546985473711,3.0,0.0,1.0,-0.12399854960902522,1
2.0,1.0,0.18896588740823594,1.0,0.0,0.0,-0.5018367753473371,0
2.0,1.0,0.10656896773364186,3.0,0.0,0.0,-0.5018367753473371,0
2.0,0.0,0.18896588740823594,3.0,0.0,0.0,-0.19730248266841588,1
2.0,0.0,0.19012726571538757,1.0,0.0,1.0,-0.47298581913072807,0
1.0,0.0,0.04229335390152976,3.0,0.0,1.0,-0.11896628905355726,1
0.0,1.0,0.28654068646355574,1.0,0.0,1.0,-0.11292757638699569,0
0.0,0.0,0.19012726571538757,1.0,0.0,0.0,1.4948796710850167,1
2.0,1.0,0.18896588740823594,1.0,0.0,1.0,-0.3554825351605513,0
0.0,0.0,0.1387067746496979,3.0,0.0,0.0,0.34903394260496284,1
0.0,0.0,0.22869263401465484,3.0,0.0,1.0,0.7818083503752072,1
2.0,0.0,0.05514847666795218,7.0,0.0,1.0,-0.01781785188865133,0
2.0,0.0,0.0680035994343746,7.0,0.0,1.0,-0.01781785188865133,0
1.0,1.0,0.20298238848181,2.0,0.0,1.0,-0.12399854960902522,1
0.0,1.0,0.31867849337961174,2.0,0.0,0.0,1.4948796710850167,0
0.0,1.0,0.4086643527445687,1.0,0.0,1.0,-0.12399854960902522,0
1.0,0.0,0.11942409050006428,2.0,0.0,1.0,-0.12399854960902522,1
1.0,1.0,0.18896588740823594,1.0,0.0,0.0,-0.3683147995769946,1
2.0,1.0,0.2094099498650212,3.0,0.0,1.0,-0.2342050557737735,0
1.0,1.0,0.04872091528474097,3.0,0.0,1.0,0.09238865427609698,1
0.0,1.0,0.10656896773364186,3.0,0.0,0.0,1.584620980022788,1
1.0,1.0,0.17084458156575394,1.0,0.0,1.0,-0.12399854960902522,0
2.0,1.0,0.18896588740823594,1.0,1.0,0.0,-0.4897593500142139,0
2.0,1.0,0.1387067746496979,1.0,0.0,0.0,-0.5019213173246688,1
2.0,0.0,0.1387067746496979,1.0,0.0,1.0,-0.4908503441026394,1
0.0,1.0,0.39580922997814627,1.0,0.0,1.0,-0.11292757638699569,0
0.0,0.0,0.3058233706131893,2.0,0.0,0.0,0.14975642460843172,1
0.0,1.0,0.18896588740823594,1.0,0.0,0.0,3.932506684153696,0
0.0,0.0,0.24797531816428847,3.0,0.0,1.0,0.9559245655943986,1
2.0,0.0,0.22869263401465484,2.0,0.0,1.0,-0.297108312717123,1
2.0,1.0,0.18896588740823594,1.0,1.0,0.0,-0.49135357015818615,0
2.0,1.0,0.2544028795474997,1.0,0.0,1.0,-0.4884187558022372,0
1.0,1.0,0.17727214294896515,1.0,0.0,1.0,-0.3756115773824231,0
2.0,1.0,0.18896588740823594,1.0,0.0,1.0,-0.48531485749162456,0
2.0,0.0,0.18896588740823594,1.0,0.0,1.0,-0.48531485749162456,0
2.0,1.0,0.1515618974161203,3.0,0.0,1.0,-0.16123727771948815,0
2.0,1.0,0.11942409050006428,1.0,0.0,1.0,-0.4884187558022372,0
2.0,0.0,0.18369970433217636,5.0,0.0,1.0,-0.223134082551744,0
2.0,1.0,0.18896588740823594,1.0,0.0,0.0,-0.5018367753473371,0
2.0,1.0,0.20298238848181,1.0,0.0,1.0,-0.48925612395866713,1
1.0,1.0,0.39580922997814627,1.0,0.0,1.0,-0.4359987040480386,1
0.0,0.0,0.33796117752924537,3.0,0.0,1.0,0.38887334297049153,1
0.0,1.0,0.22869263401465484,1.0,0.0,1.0,-0.1161985457480499,1
2.0,0.0,0.18896588740823594,1.0,1.0,0.0,-0.49135357015818615,1
2.0,1.0,0.10014140635043065,1.0,0.0,1.0,-0.48531485749162456,0
2.0,1.0,0.11942409050006428,1.0,0.0,1.0,-0.3554825351605513,0
1.0,0.0,0.21583751124823242,1.0,0.0,1.0,-0.38567609849335904,1
0.0,0.0,0.24797531816428847,2.0,0.0,1.0,0.47785981282494255,1
2.0,0.0,0.18896588740823594,2.0,0.0,0.0,-0.3563219162212033,0
2.0,1.0,0.20298238848181,1.0,0.0,1.0,-0.48783098776935857,1
1.0,0.0,0.15798945879933152,3.0,0.0,1.0,-0.043482380721537886,1
0.0,0.0,0.24797531816428847,3.0,0.0,0.0,1.584620980022788,1
1.0,1.0,0.3443887389124566,1.0,0.0,1.0,-0.12399854960902522,0
0.0,1.0,0.22869263401465484,1.0,0.0,0.0,0.16032417177491443,0
2.0,1.0,0.18896588740823594,1.0,0.0,0.0,-0.47197936701963455,0
0.0,0.0,0.11299652911685307,3.0,0.0,1.0,0.9559245655943986,1
1.0,1.0,0.29939580922997816,1.0,0.0,1.0,-0.34541801404961536,0
0.0,1.0,0.38295410721172385,3.0,0.0,0.0,0.9468664965945564,1
2.0,1.0,0.1387067746496979,1.0,0.0,1.0,-0.48531485749162456,0
2.0,1.0,0.18896588740823594,1.0,0.0,1.0,-0.48531485749162456,0
2.0,1.0,0.22226507263144363,1.0,0.0,1.0,-0.5039342215468561,0
0.0,0.0,0.33153361614603416,2.0,0.0,0.0,0.9280800614888832,1
2.0,1.0,0.29939580922997816,1.0,0.0,1.0,-0.5014180912691221,0
2.0,0.0,0.18896588740823594,3.0,1.0,0.0,-0.49135357015818615,0
1.0,1.0,0.23512019539786605,2.0,0.0,1.0,-0.12399854960902522,0
2.0,1.0,0.22869263401465484,3.0,0.0,1.0,-0.16123727771948815,0
1.0,0.0,0.18896588740823594,1.0,0.0,1.0,0.01690474594407761,1
2.0,1.0,0.3122509319964005,1.0,0.0,1.0,-0.6473536473776929,0
2.0,1.0,0.18896588740823594,1.0,0.0,0.0,-0.5019213173246688,0
0.0,1.0,0.3122509319964005,2.0,0.0,0.0,0.4985766230796931,1
1.0,0.0,0.1515618974161203,4.0,0.0,1.0,-0.10386950738715338,1
2.0,1.0,0.18896588740823594,1.0,0.0,1.0,-0.4884187558022372,0
0.0,1.0,0.18896588740823594,1.0,0.0,1.0,0.2061177428296728,0
2.0,1.0,0.2801131250803445,1.0,0.0,1.0,-0.48531485749162456,0
0.0,1.0,0.22226507263144363,1.0,0.0,0.0,-0.11292757638699569,1
2.0,1.0,0.22869263401465484,2.0,0.0,1.0,-0.3343470408275859,0
2.0,1.0,0.19012726571538757,1.0,0.0,1.0,-0.4884187558022372,0
0.0,1.0,0.17084458156575394,1.0,0.0,1.0,-0.03341785961060197,1
1.0,0.0,0.1387067746496979,4.0,0.0,0.0,0.18959582497396044,1
0.0,0.0,0.2544028795474997,1.0,0.0,1.0,2.4416994945963135,1
2.0,0.0,0.24797531816428847,7.0,0.0,1.0,-0.01781785188865133,0
2.0,1.0,0.18896588740823594,1.0,0.0,1.0,-0.5054438997134965,0
2.0,0.0,0.18896588740823594,2.0,1.0,0.0,-0.33535349293867944,1
2.0,1.0,0.18896588740823594,1.0,1.0,0.0,-0.49135357015818615,0
2.0,1.0,0.22226507263144363,1.0,0.0,1.0,-0.48531485749162456,0
1.0,0.0,0.1515618974161203,4.0,0.0,1.0,0.6610340970439762,1
2.0,1.0,0.21583751124823242,3.0,0.0,1.0,-0.3574954393827385,0
2.0,0.0,0.16441702018254273,2.0,0.0,1.0,-0.3232760676055563,0
1.0,0.0,0.02301066975189613,4.0,0.0,1.0,0.1376789992753086,1
1.0,1.0,0.16441702018254273,1.0,0.0,1.0,-0.4359987040480386,0
2.0,1.0,0.17084458156575394,2.0,0.0,0.0,-0.35640444529431303,0
0.0,1.0,0.2672580023139221,2.0,0.0,1.0,0.4105120633590038,1
2.0,1.0,0.1258516518832755,3.0,0.0,0.0,-0.330488303433653,1
2.0,1.0,0.1322792132664867,1.0,0.0,1.0,-0.48925612395866713,0
2.0,1.0,0.1322792132664867,1.0,0.0,1.0,-0.3232760676055563,0
0.0,1.0,0.38938166859493506,1.0,0.0,1.0,0.003233100466982229,0
1.0,1.0,0.3636714230620902,1.0,1.0,0.0,-0.3987599759375757,0
0.0,0.0,0.1322792132664867,1.0,0.0,1.0,0.9218722648676578,1
2.0,1.0,0.16441702018254273,1.0,0.0,1.0,-0.4884187558022372,0
2.0,1.0,0.18896588740823594,1.0,1.0,0.0,-0.4916897251632914,0
0.0,1.0,0.5115053348759481,1.0,0.0,1.0,-0.043482380721537886,1
2.0,1.0,0.32510605476282295,1.0,0.0,1.0,-0.5053593577361646,0
0.0,1.0,0.20298238848181,1.0,0.0,0.0,-0.03341785961060197,1
0.0,1.0,0.18896588740823594,1.0,0.0,1.0,-0.6473536473776929,0
2.0,0.0,0.05514847666795218,6.0,0.0,1.0,-0.08575336938746876,0
1.0,0.0,0.17727214294896515,1.0,0.0,1.0,-0.38567609849335904,1
2.0,1.0,0.20298238848181,1.0,0.0,1.0,-0.48783098776935857,0
1.0,1.0,0.19655482709859878,3.0,0.0,1.0,-0.11896628905355726,0
2.0,0.0,0.2608304409307109,6.0,0.0,1.0,0.15151771580284548,0
2.0,1.0,0.18896588740823594,2.0,0.0,1.0,-0.3232760676055563,0
2.0,1.0,0.1258516518832755,1.0,0.0,1.0,-0.48925612395866713,0
0.0,0.0,0.1515618974161203,1.0,0.0,0.0,0.7475889785980251,1
2.0,0.0,0.010155546985473711,6.0,0.0,1.0,-0.08575336938746876,0
2.0,1.0,0.18896588740823594,1.0,0.0,1.0,0.48985269618073385,1
2.0,0.0,0.002121095256459699,4.0,0.0,0.0,-0.2597025135562186,1
0.0,1.0,0.3058233706131893,2.0,0.0,0.0,0.8971316590727555,1
2.0,1.0,0.11942409050006428,1.0,0.0,1.0,-0.4884187558022372,0
0.0,1.0,0.357243861678879,1.0,0.0,0.0,0.06722735149875719,1
2.0,1.0,0.18896588740823594,1.0,0.0,1.0,-0.4953793786025605,0
2.0,0.0,0.14513433603290912,1.0,0.0,1.0,-0.4953793786025605,1
2.0,1.0,0.18896588740823594,1.0,0.0,1.0,-0.4884187558022372,0
1.0,0.0,0.11299652911685307,2.0,0.0,1.0,-0.18438567627464073,1
2.0,1.0,0.1322792132664867,1.0,0.0,1.0,-0.47759939560798115,0
2.0,0.0,0.18896588740823594,1.0,1.0,0.0,-0.4897593500142139,1
2.0,0.0,0.11299652911685307,1.0,1.0,0.0,-0.511482612380058,0
1.0,1.0,0.1515618974161203,3.0,0.0,1.0,0.8321309559298868,0
2.0,1.0,0.18896588740823594,1.0,0.0,1.0,-0.4884187558022372,0
2.0,0.0,0.20298238848181,3.0,1.0,0.0,-0.33535349293867944,0
1.0,1.0,0.14513433603290912,1.0,0.0,1.0,-0.38567609849335904,0
0.0,1.0,0.3700989844453014,3.0,0.0,0.0,1.6327636103048393,0
0.0,1.0,0.31867849337961174,3.0,0.0,1.0,2.042892845575478,1
2.0,1.0,0.2544028795474997,1.0,0.0,0.0,-0.5019213173246688,0
0.0,1.0,0.29939580922997816,1.0,0.0,1.0,-0.13230177952554736,0
2.0,1.0,0.22869263401465484,1.0,0.0,1.0,-0.496470372690986,0
2.0,1.0,0.1258516518832755,2.0,0.0,1.0,-0.48783098776935857,1
1.0,1.0,0.20298238848181,3.0,0.0,1.0,0.8321309559298868,0
1.0,1.0,0.15798945879933152,1.0,0.0,1.0,-0.38567609849335904,0
2.0,1.0,0.18896588740823594,1.0,0.0,1.0,-0.4908503441026394,0
2.0,1.0,0.2736855636971333,1.0,0.0,1.0,-0.48531485749162456,0
0.0,0.0,0.18896588740823594,2.0,0.0,1.0,0.39935654815964244,1
1.0,0.0,0.2544028795474997,3.0,0.0,1.0,0.1376789992753086,1
0.0,1.0,0.19655482709859878,2.0,0.0,1.0,0.39935654815964244,0
1.0,1.0,0.44722972104383596,1.0,0.0,1.0,-0.4359987040480386,0
1.0,1.0,0.19655482709859878,1.0,0.0,1.0,-0.38567609849335904,1
1.0,1.0,0.18896588740823594,1.0,0.0,1.0,-0.6473536473776929,0
2.0,1.0,0.11299652911685307,1.0,0.0,1.0,-0.4908503441026394,0
2.0,1.0,0.1547756781077259,1.0,0.0,1.0,-0.48531485749162456,0
2.0,0.0,0.11299652911685307,1.0,0.0,1.0,-0.44924965254269683,1
2.0,0.0,0.2736855636971333,8.0,0.0,1.0,0.29669843282809605,0
0.0,1.0,0.22869263401465484,2.0,0.0,0.0,9.665342450920125,1
2.0,0.0,0.18896588740823594,1.0,1.0,0.0,-0.48355356629721086,0
0.0,1.0,0.17084458156575394,1.0,0.0,0.0,0.8971316590727555,1
